Movie Name,stars,votes,genre,Gross ,popularity,Certification,genre1,genre2,genre3,star1,star2,star3,star4
The Guardian,"Kevin Costner, Ashton Kutcher, Sela Ward, Melissa Sagemiller",95973,"Action, Adventure, Drama","55,011,732",2290,PG-13,Action, Adventure, Drama,Kevin Costner, Ashton Kutcher, Sela Ward, Melissa Sagemiller
Thunderball,"Sean Connery, Claudine Auger, Adolfo Celi, Luciana Paluzzi",123354,"Action, Adventure, Thriller","63,600,000",2772,PG,Action, Adventure, Thriller,Sean Connery, Claudine Auger, Adolfo Celi, Luciana Paluzzi
Death Wish,"Charles Bronson, Hope Lange, Vincent Gardenia, Steven Keats",41694,"Action, Crime, Drama","22,000,000",3236,R,Action, Crime, Drama,Charles Bronson, Hope Lange, Vincent Gardenia, Steven Keats
Westworld,"Yul Brynner, Richard Benjamin, James Brolin, Norman Bartold",61240,"Action, Drama, Sci-Fi","16,055,700",3338,PG,Action, Drama, Sci-Fi,Yul Brynner, Richard Benjamin, James Brolin, Norman Bartold
Non-Stop,"Liam Neeson, Julianne Moore, Scoot McNairy, Michelle Dockery",270865,"Action, Mystery, Thriller","92,168,600",3574,PG-13,Action, Mystery, Thriller,Liam Neeson, Julianne Moore, Scoot McNairy, Michelle Dockery
48 Hrs.,"Nick Nolte, Eddie Murphy, Annette O'Toole, Frank McRae",82123,"Action, Comedy, Crime","78,868,508",3868,R,Action, Comedy, Crime,Nick Nolte, Eddie Murphy, Annette O'Toole, Frank McRae
Repo Man,"Harry Dean Stanton, Emilio Estevez, Tracey Walter, Olivia Barash",39375,"Action, Comedy, Crime","3,569,083",4705,R,Action, Comedy, Crime,Harry Dean Stanton, Emilio Estevez, Tracey Walter, Olivia Barash
The Edge,"Anthony Hopkins, Alec Baldwin, Elle Macpherson, Harold Perrineau",76697,"Action, Adventure, Drama","27,779,888",4789,R,Action, Adventure, Drama,Anthony Hopkins, Alec Baldwin, Elle Macpherson, Harold Perrineau
The Big Boss,"Bruce Lee, Maria Yi, James Tien, Marilyn Bautista",28435,"Action, Crime, Drama","40,000",-,R,Action, Crime, Drama,Bruce Lee, Maria Yi, James Tien, Marilyn Bautista
Free State of Jones,"Matthew McConaughey, Gugu Mbatha-Raw, Mahershala Ali, Keri Russell",60097,"Action, Biography, Drama","20,758,378",-,R,Action, Biography, Drama,Matthew McConaughey, Gugu Mbatha-Raw, Mahershala Ali, Keri Russell
Slow West,"Kodi Smit-McPhee, Caren Pistorius, Aorere Paki, Jeffrey Thomas",46860,"Action, Adventure, Drama","229,094",-,R,Action, Adventure, Drama,Kodi Smit-McPhee, Caren Pistorius, Aorere Paki, Jeffrey Thomas
The Trip,"Noomi Rapace, Aksel Hennie, Atle Antonsen, Christian Rubeck",25176,"Action, Comedy, Horror",,-,TV-MA,Action, Comedy, Horror,Noomi Rapace, Aksel Hennie, Atle Antonsen, Christian Rubeck
The Night Comes for Us,"Joe Taslim, Iko Uwais, Julie Estelle, Hannah Al Rashid",28033,"Action, Crime, Thriller",,-,TV-MA,Action, Crime, Thriller,Joe Taslim, Iko Uwais, Julie Estelle, Hannah Al Rashid
The Last Castle,"Robert Redford, James Gandolfini, Mark Ruffalo, Steve Burton",83379,"Action, Drama, Thriller","18,208,078",-,R,Action, Drama, Thriller,Robert Redford, James Gandolfini, Mark Ruffalo, Steve Burton
The Monster Squad,"Andre Gower, Robby Kiger, Stephen Macht, Duncan Regehr",33871,"Action, Comedy, Fantasy","3,769,990",-,PG-13,Action, Comedy, Fantasy,Andre Gower, Robby Kiger, Stephen Macht, Duncan Regehr
Memphis Belle,"Matthew Modine, Eric Stoltz, Tate Donovan, D.B. Sweeney",29586,"Action, Drama, War","27,441,977",-,PG-13,Action, Drama, War,Matthew Modine, Eric Stoltz, Tate Donovan, D.B. Sweeney
All Is Lost,Robert Redford,82341,"Action, Adventure, Drama","6,263,670",-,PG-13,Action, Adventure, Drama,Robert Redford,,,
Muppet Treasure Island,"Tim Curry, Billy Connolly, Jennifer Saunders, Kevin Bishop",25515,"Action, Adventure, Comedy","33,609,000",-,G,Action, Adventure, Comedy,Tim Curry, Billy Connolly, Jennifer Saunders, Kevin Bishop
Legend of the Guardians: The Owls of Ga'Hoole,"Jim Sturgess, Hugo Weaving, David Wenham, Emily Barclay",85626,"Animation, Action, Adventure","55,675,313",-,PG,Animation, Action, Adventure,Jim Sturgess, Hugo Weaving, David Wenham, Emily Barclay
Trust,"Clive Owen, Catherine Keener, Liana Liberato, Jason Clarke",43460,"Action, Crime, Drama","120,016",-,R,Action, Crime, Drama,Clive Owen, Catherine Keener, Liana Liberato, Jason Clarke
New Police Story,"Jackie Chan, Nicholas Tse, Charlie Yeung, Daniel Wu",28270,"Action, Crime, Thriller",,-,R,Action, Crime, Thriller,Jackie Chan, Nicholas Tse, Charlie Yeung, Daniel Wu
Get the Gringo,"Mel Gibson, Kevin Balmore, Daniel Giménez Cacho, Jesús Ochoa",110154,"Action, Drama, Thriller",,-,R,Action, Drama, Thriller,Mel Gibson, Kevin Balmore, Daniel Giménez Cacho, Jesús Ochoa
Traitor,"Don Cheadle, Guy Pearce, Archie Panjabi, Saïd Taghmaoui",58573,"Action, Crime, Drama","23,530,831",-,PG-13,Action, Crime, Drama,Don Cheadle, Guy Pearce, Archie Panjabi, Saïd Taghmaoui
Alan Partridge,"Steve Coogan, Colm Meaney, Tim Key, Karl Theobald",32553,"Action, Comedy, Crime","152,211",-,R,Action, Comedy, Crime,Steve Coogan, Colm Meaney, Tim Key, Karl Theobald
Agneepath,"Hrithik Roshan, Priyanka Chopra Jonas, Sanjay Dutt, Rishi Kapoor",25705,"Action, Crime, Drama","1,981,605",-,Not Rated,Action, Crime, Drama,Hrithik Roshan, Priyanka Chopra Jonas, Sanjay Dutt, Rishi Kapoor
Fan,"Shah Rukh Khan, Shriya Pilgaonkar, Sayani Gupta, Waluscha D'Souza",47770,"Action, Drama, Thriller","1,357,212",-,Not Rated,Action, Drama, Thriller,Shah Rukh Khan, Shriya Pilgaonkar, Sayani Gupta, Waluscha D'Souza
Indiana Jones and the Dial of Destiny,"Harrison Ford, Phoebe Waller-Bridge, Antonio Banderas, Karen Allen",88609,"Action, Adventure",,12,PG-13,Action, Adventure,,Harrison Ford, Phoebe Waller-Bridge, Antonio Banderas, Karen Allen
Extraction,"Chris Hemsworth, Bryon Lerum, Ryder Lerum, Rudhraksh Jaiswal",246104,"Action, Thriller",,164,R,Action, Thriller,,Chris Hemsworth, Bryon Lerum, Ryder Lerum, Rudhraksh Jaiswal
Captain Marvel,"Brie Larson, Samuel L. Jackson, Ben Mendelsohn, Jude Law",586438,"Action, Adventure, Sci-Fi","426,829,839",379,PG-13,Action, Adventure, Sci-Fi,Brie Larson, Samuel L. Jackson, Ben Mendelsohn, Jude Law
Ready or Not,"Samara Weaving, Adam Brody, Mark O'Brien, Henry Czerny",167415,"Action, Comedy, Horror","28,714,231",398,R,Action, Comedy, Horror,Samara Weaving, Adam Brody, Mark O'Brien, Henry Czerny
The Fast and the Furious,"Vin Diesel, Paul Walker, Michelle Rodriguez, Jordana Brewster",405029,"Action, Crime, Thriller","144,533,925",648,PG-13,Action, Crime, Thriller,Vin Diesel, Paul Walker, Michelle Rodriguez, Jordana Brewster
Mad Max,"Mel Gibson, Joanne Samuel, Hugh Keays-Byrne, Steve Bisley",214872,"Action, Adventure, Sci-Fi","8,750,000",756,R,Action, Adventure, Sci-Fi,Mel Gibson, Joanne Samuel, Hugh Keays-Byrne, Steve Bisley
Aquaman,"Jason Momoa, Amber Heard, Willem Dafoe, Patrick Wilson",497473,"Action, Adventure, Fantasy","335,061,807",791,PG-13,Action, Adventure, Fantasy,Jason Momoa, Amber Heard, Willem Dafoe, Patrick Wilson
The Maze Runner,"Dylan O'Brien, Kaya Scodelario, Will Poulter, Thomas Brodie-Sangster",488626,"Action, Mystery, Sci-Fi","102,427,862",865,PG-13,Action, Mystery, Sci-Fi,Dylan O'Brien, Kaya Scodelario, Will Poulter, Thomas Brodie-Sangster
TRON: Legacy,"Jeff Bridges, Garrett Hedlund, Olivia Wilde, Bruce Boxleitner",347534,"Action, Adventure, Sci-Fi","172,062,763",1003,PG,Action, Adventure, Sci-Fi,Jeff Bridges, Garrett Hedlund, Olivia Wilde, Bruce Boxleitner
Chappie,"Sharlto Copley, Dev Patel, Hugh Jackman, Sigourney Weaver",261728,"Action, Crime, Drama","31,569,268",1034,R,Action, Crime, Drama,Sharlto Copley, Dev Patel, Hugh Jackman, Sigourney Weaver
Young Guns,"Emilio Estevez, Kiefer Sutherland, Lou Diamond Phillips, Charlie Sheen",65338,"Action, Drama, Western","45,661,556",1190,R,Action, Drama, Western,Emilio Estevez, Kiefer Sutherland, Lou Diamond Phillips, Charlie Sheen
Spectre,"Daniel Craig, Christoph Waltz, Léa Seydoux, Ralph Fiennes",453947,"Action, Adventure, Thriller","200,074,175",1326,PG-13,Action, Adventure, Thriller,Daniel Craig, Christoph Waltz, Léa Seydoux, Ralph Fiennes
Men in Black 3,"Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement",376059,"Action, Adventure, Comedy","179,020,854",1537,PG-13,Action, Adventure, Comedy,Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement
Thor: The Dark World,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Stellan Skarsgård",705227,"Action, Adventure, Fantasy","206,362,140",1670,PG-13,Action, Adventure, Fantasy,Chris Hemsworth, Natalie Portman, Tom Hiddleston, Stellan Skarsgård
Ghostbusters,"Melissa McCarthy, Kristen Wiig, Kate McKinnon, Leslie Jones",238380,"Action, Comedy, Fantasy","128,344,089",1723,PG-13,Action, Comedy, Fantasy,Melissa McCarthy, Kristen Wiig, Kate McKinnon, Leslie Jones
Hanna,"Saoirse Ronan, Cate Blanchett, Eric Bana, Vicky Krieps",203684,"Action, Adventure, Drama","40,259,119",1733,PG-13,Action, Adventure, Drama,Saoirse Ronan, Cate Blanchett, Eric Bana, Vicky Krieps
Enola Holmes 2,"Millie Bobby Brown, Henry Cavill, David Thewlis, Louis Partridge",90269,"Action, Adventure, Crime",,1818,PG-13,Action, Adventure, Crime,Millie Bobby Brown, Henry Cavill, David Thewlis, Louis Partridge
The Island,"Scarlett Johansson, Ewan McGregor, Djimon Hounsou, Steve Buscemi",322228,"Action, Sci-Fi, Thriller","35,818,913",1878,PG-13,Action, Sci-Fi, Thriller,Scarlett Johansson, Ewan McGregor, Djimon Hounsou, Steve Buscemi
Patriot Games,"Harrison Ford, Sean Bean, Anne Archer, Patrick Bergin",117211,"Action, Thriller","83,287,363",1908,R,Action, Thriller,,Harrison Ford, Sean Bean, Anne Archer, Patrick Bergin
Bad Boys,"Will Smith, Martin Lawrence, Lisa Boyle, Michael Taliferro",277066,"Action, Comedy, Crime","65,807,024",1967,R,Action, Comedy, Crime,Will Smith, Martin Lawrence, Lisa Boyle, Michael Taliferro
Dog Soldiers,"Sean Pertwee, Kevin McKidd, Emma Cleasby, Liam Cunningham",63394,"Action, Horror, Thriller",,2184,R,Action, Horror, Thriller,Sean Pertwee, Kevin McKidd, Emma Cleasby, Liam Cunningham
Bloodsport,"Jean-Claude Van Damme, Donald Gibb, Leah Ayres, Norman Burton",89981,"Action, Biography, Drama","11,806,119",2247,R,Action, Biography, Drama,Jean-Claude Van Damme, Donald Gibb, Leah Ayres, Norman Burton
The Book of Eli,"Denzel Washington, Mila Kunis, Ray Stevenson, Gary Oldman",329070,"Action, Adventure, Drama","94,835,059",2305,R,Action, Adventure, Drama,Denzel Washington, Mila Kunis, Ray Stevenson, Gary Oldman
The Mask of Zorro,"Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones, José María de Tavira",192103,"Action, Adventure, Comedy","94,095,523",2309,PG-13,Action, Adventure, Comedy,Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones, José María de Tavira
Hellboy,"Ron Perlman, Doug Jones, Selma Blair, John Hurt",340433,"Action, Adventure, Fantasy","59,623,958",2314,PG-13,Action, Adventure, Fantasy,Ron Perlman, Doug Jones, Selma Blair, John Hurt
What Happened to Monday,"Noomi Rapace, Glenn Close, Willem Dafoe, Marwan Kenzari",129522,"Action, Crime, Fantasy",,2380,TV-MA,Action, Crime, Fantasy,Noomi Rapace, Glenn Close, Willem Dafoe, Marwan Kenzari
The Transporter,"Jason Statham, Shu Qi, Matt Schulze, François Berléand",313211,"Action, Crime, Thriller","25,296,447",2418,PG-13,Action, Crime, Thriller,Jason Statham, Shu Qi, Matt Schulze, François Berléand
Unknown,"Liam Neeson, Diane Kruger, January Jones, Aidan Quinn",266139,"Action, Mystery, Thriller","63,686,397",2455,PG-13,Action, Mystery, Thriller,Liam Neeson, Diane Kruger, January Jones, Aidan Quinn
Unstoppable,"Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee",203083,"Action, Thriller","81,562,942",2529,PG-13,Action, Thriller,,Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee
Shin Godzilla,"Hiroki Hasegawa, Yutaka Takenouchi, Satomi Ishihara, Ren Ôsugi",30299,"Action, Drama, Horror","1,918,403",2688,Not Rated,Action, Drama, Horror,Hiroki Hasegawa, Yutaka Takenouchi, Satomi Ishihara, Ren Ôsugi
The Long Kiss Goodnight,"Geena Davis, Samuel L. Jackson, Yvonne Zima, Craig Bierko",82875,"Action, Crime, Drama","33,328,051",2834,R,Action, Crime, Drama,Geena Davis, Samuel L. Jackson, Yvonne Zima, Craig Bierko
News of the World,"Tom Hanks, Helena Zengel, Tom Astor, Travis Johnson",92267,"Action, Adventure, Drama",,2912,PG-13,Action, Adventure, Drama,Tom Hanks, Helena Zengel, Tom Astor, Travis Johnson
Boss Level,"Frank Grillo, Mel Gibson, Naomi Watts, Michelle Yeoh",74152,"Action, Adventure, Comedy",,2941,TV-MA,Action, Adventure, Comedy,Frank Grillo, Mel Gibson, Naomi Watts, Michelle Yeoh
Logan's Run,"Michael York, Jenny Agutter, Richard Jordan, Roscoe Lee Browne",59255,"Action, Adventure, Sci-Fi","25,000,000",2951,PG,Action, Adventure, Sci-Fi,Michael York, Jenny Agutter, Richard Jordan, Roscoe Lee Browne
Superman II,"Gene Hackman, Christopher Reeve, Margot Kidder, Ned Beatty",111774,"Action, Adventure, Sci-Fi","108,185,706",3134,PG,Action, Adventure, Sci-Fi,Gene Hackman, Christopher Reeve, Margot Kidder, Ned Beatty
The Outpost,"Scott Eastwood, Caleb Landry Jones, Orlando Bloom, Jack Kesy",37772,"Action, Drama, History",,3151,R,Action, Drama, History,Scott Eastwood, Caleb Landry Jones, Orlando Bloom, Jack Kesy
Three Steps Above Heaven,"Mario Casas, María Valverde, Álvaro Cervantes, Marina Salas",27764,"Action, Drama, Romance",,3821,Not Rated,Action, Drama, Romance,Mario Casas, María Valverde, Álvaro Cervantes, Marina Salas
You Only Live Twice,"Sean Connery, Akiko Wakabayashi, Mie Hama, Tetsurô Tanba",114080,"Action, Adventure, Thriller","43,084,787",3832,PG,Action, Adventure, Thriller,Sean Connery, Akiko Wakabayashi, Mie Hama, Tetsurô Tanba
The Score,"Robert De Niro, Edward Norton, Marlon Brando, Angela Bassett",131404,"Action, Crime, Drama","71,069,884",3934,R,Action, Crime, Drama,Robert De Niro, Edward Norton, Marlon Brando, Angela Bassett
Spies in Disguise,"Rachel Brosnahan, Jarrett Bruno, Claire Crosby, Toru Uchikado",53548,"Animation, Action, Adventure","66,757,013",4240,PG,Animation, Action, Adventure,Rachel Brosnahan, Jarrett Bruno, Claire Crosby, Toru Uchikado
Innerspace,"Dennis Quaid, Martin Short, Meg Ryan, Kevin McCarthy",63106,"Action, Adventure, Comedy","25,893,810",4302,PG,Action, Adventure, Comedy,Dennis Quaid, Martin Short, Meg Ryan, Kevin McCarthy
Four Brothers,"Mark Wahlberg, Tyrese Gibson, André 3000, Garrett Hedlund",152526,"Action, Crime, Drama","74,494,381",4332,R,Action, Crime, Drama,Mark Wahlberg, Tyrese Gibson, André 3000, Garrett Hedlund
Green Zone,"Matt Damon, Jason Isaacs, Greg Kinnear, Igal Naor",140434,"Action, Drama, Thriller","35,053,660",4689,R,Action, Drama, Thriller,Matt Damon, Jason Isaacs, Greg Kinnear, Igal Naor
Street Kings,"Keanu Reeves, Forest Whitaker, Hugh Laurie, Chris Evans",117166,"Action, Crime, Thriller","26,418,667",4690,R,Action, Crime, Thriller,Keanu Reeves, Forest Whitaker, Hugh Laurie, Chris Evans
A Prayer Before Dawn,"Joe Cole, Cherry Miko, Vithaya Pansringarm, Panya Yimmumphai",25177,"Action, Biography, Crime",,-,R,Action, Biography, Crime,Joe Cole, Cherry Miko, Vithaya Pansringarm, Panya Yimmumphai
Tristan + Isolde,"James Franco, Sophia Myles, Rufus Sewell, David O'Hara",53647,"Action, Drama, Romance","14,732,623",-,PG-13,Action, Drama, Romance,James Franco, Sophia Myles, Rufus Sewell, David O'Hara
Enemy Mine,"Dennis Quaid, Louis Gossett Jr., Brion James, Richard Marcus",49993,"Action, Adventure, Drama","4,271,684",-,PG-13,Action, Adventure, Drama,Dennis Quaid, Louis Gossett Jr., Brion James, Richard Marcus
El Mariachi,"Carlos Gallardo, Consuelo Gómez, Jaime de Hoyos, Peter Marquardt",69627,"Action, Crime, Thriller","2,040,920",-,R,Action, Crime, Thriller,Carlos Gallardo, Consuelo Gómez, Jaime de Hoyos, Peter Marquardt
Harsh Times,"Christian Bale, Freddy Rodríguez, Eva Longoria, Chaka Forman",67415,"Action, Crime, Drama","3,337,931",-,R,Action, Crime, Drama,Christian Bale, Freddy Rodríguez, Eva Longoria, Chaka Forman
We Own the Night,"Joaquin Phoenix, Mark Wahlberg, Eva Mendes, Danny Hoch",91136,"Action, Crime, Drama","28,563,179",-,R,Action, Crime, Drama,Joaquin Phoenix, Mark Wahlberg, Eva Mendes, Danny Hoch
Who Am I?,"Jackie Chan, Michelle Ferre, Mirai Yamamoto, Ron Smerczak",41839,"Action, Adventure, Comedy",,-,PG-13,Action, Adventure, Comedy,Jackie Chan, Michelle Ferre, Mirai Yamamoto, Ron Smerczak
Dead Snow 2: Red vs. Dead,"Geir Vegar Hoel, Ørjan Gamst, Martin Starr, Jocelyn DeBoer",25928,"Action, Comedy, Fantasy",,-,R,Action, Comedy, Fantasy,Geir Vegar Hoel, Ørjan Gamst, Martin Starr, Jocelyn DeBoer
Teenage Mutant Ninja Turtles,"Judith Hoag, Elias Koteas, Josh Pais, David Forman",98918,"Action, Adventure, Comedy","135,265,915",345,PG,Action, Adventure, Comedy,Judith Hoag, Elias Koteas, Josh Pais, David Forman
In Time,"Justin Timberlake, Amanda Seyfried, Cillian Murphy, Olivia Wilde",427744,"Action, Sci-Fi, Thriller","37,520,095",375,PG-13,Action, Sci-Fi, Thriller,Justin Timberlake, Amanda Seyfried, Cillian Murphy, Olivia Wilde
Black Panther: Wakanda Forever,"Letitia Wright, Lupita Nyong'o, Danai Gurira, Winston Duke",280131,"Action, Adventure, Drama","453,721,831",401,PG-13,Action, Adventure, Drama,Letitia Wright, Lupita Nyong'o, Danai Gurira, Winston Duke
Black Widow,"Scarlett Johansson, Florence Pugh, David Harbour, Rachel Weisz",403526,"Action, Adventure, Sci-Fi","183,651,655",417,PG-13,Action, Adventure, Sci-Fi,Scarlett Johansson, Florence Pugh, David Harbour, Rachel Weisz
Road House,"Patrick Swayze, Kelly Lynch, Sam Elliott, Ben Gazzara",81291,"Action, Thriller","30,050,028",445,R,Action, Thriller,,Patrick Swayze, Kelly Lynch, Sam Elliott, Ben Gazzara
Bumblebee,"Hailee Steinfeld, Jorge Lendeborg Jr., John Cena, Jason Drucker",180036,"Action, Adventure, Sci-Fi","127,195,589",505,PG-13,Action, Adventure, Sci-Fi,Hailee Steinfeld, Jorge Lendeborg Jr., John Cena, Jason Drucker
Armageddon,"Bruce Willis, Billy Bob Thornton, Ben Affleck, Liv Tyler",439156,"Action, Adventure, Sci-Fi","201,573,391",670,PG-13,Action, Adventure, Sci-Fi,Bruce Willis, Billy Bob Thornton, Ben Affleck, Liv Tyler
Jumanji: The Next Level,"Dwayne Johnson, Jack Black, Kevin Hart, Karen Gillan",267605,"Action, Adventure, Comedy","316,831,246",771,PG-13,Action, Adventure, Comedy,Dwayne Johnson, Jack Black, Kevin Hart, Karen Gillan
Wanted,"Angelina Jolie, James McAvoy, Morgan Freeman, Terence Stamp",400052,"Action, Crime, Thriller","134,508,551",940,R,Action, Crime, Thriller,Angelina Jolie, James McAvoy, Morgan Freeman, Terence Stamp
Midway,"Ed Skrein, Patrick Wilson, Woody Harrelson, Luke Evans",90775,"Action, Drama, History","56,846,802",968,PG-13,Action, Drama, History,Ed Skrein, Patrick Wilson, Woody Harrelson, Luke Evans
Escape Plan,"Sylvester Stallone, Arnold Schwarzenegger, 50 Cent, Vincent D'Onofrio",251552,"Action, Thriller","25,132,228",979,R,Action, Thriller,,Sylvester Stallone, Arnold Schwarzenegger, 50 Cent, Vincent D'Onofrio
The Equalizer 2,"Denzel Washington, Pedro Pascal, Ashton Sanders, Orson Bean",172134,"Action, Crime, Thriller","102,084,362",1083,R,Action, Crime, Thriller,Denzel Washington, Pedro Pascal, Ashton Sanders, Orson Bean
Kingsman: The Golden Circle,"Taron Egerton, Colin Firth, Mark Strong, Channing Tatum",347331,"Action, Adventure, Comedy","100,234,838",1128,R,Action, Adventure, Comedy,Taron Egerton, Colin Firth, Mark Strong, Channing Tatum
The Adam Project,"Ryan Reynolds, Walker Scobell, Mark Ruffalo, Jennifer Garner",217596,"Action, Adventure, Comedy",,1208,PG-13,Action, Adventure, Comedy,Ryan Reynolds, Walker Scobell, Mark Ruffalo, Jennifer Garner
Violent Night,"David Harbour, John Leguizamo, Beverly D'Angelo, Alex Hassell",75519,"Action, Comedy, Crime",,1276,R,Action, Comedy, Crime,David Harbour, John Leguizamo, Beverly D'Angelo, Alex Hassell
King Arthur: Legend of the Sword,"Charlie Hunnam, Astrid Bergès-Frisbey, Jude Law, Djimon Hounsou",225140,"Action, Adventure, Drama","39,175,066",1320,PG-13,Action, Adventure, Drama,Charlie Hunnam, Astrid Bergès-Frisbey, Jude Law, Djimon Hounsou
Warcraft,"Travis Fimmel, Paula Patton, Ben Foster, Dominic Cooper",272087,"Action, Adventure, Fantasy","47,365,290",1445,PG-13,Action, Adventure, Fantasy,Travis Fimmel, Paula Patton, Ben Foster, Dominic Cooper
The Wolverine,"Hugh Jackman, Will Yun Lee, Tao Okamoto, Rila Fukushima",480920,"Action, Sci-Fi","132,556,852",1556,PG-13,Action, Sci-Fi,,Hugh Jackman, Will Yun Lee, Tao Okamoto, Rila Fukushima
For Your Eyes Only,"Roger Moore, Carole Bouquet, Topol, Lynn-Holly Johnson",105262,"Action, Adventure, Thriller","62,300,000",1644,PG,Action, Adventure, Thriller,Roger Moore, Carole Bouquet, Topol, Lynn-Holly Johnson
